query_id	corpus_id	rank
102	2003	6
102	187073	7
102	4153	8
102	312942	9
102	71038	10
105	25316	1
105	107564	2
105	7243	3
105	5587	4
105	4269	5
105	15323	6
105	1311	7
105	190746	8
105	418626	9
105	121160	10
107	71338	1
107	250603	2
107	152111	3
107	347590	4
107	111999	5
107	17347	6
107	276411	7
107	417769	8
107	224688	9
107	190497	10
108	1173	1
108	6871	2
108	194052	3
108	474842	4
108	523856	5
108	865	6
108	336834	7
108	15643	8
108	6113	9
108	547941	10
110	339921	1
110	7428	2
110	271023	3
110	57211	4
110	520386	5
110	47054	6
110	690	7
110	865	8
110	215712	9
110	409573	10
111	205088	1
111	5219	2
111	347186	3
111	3763	4
111	420529	5
111	102682	6
111	53583	7
111	452350	8
111	129852	9
111	48800	10
112	599103	1
112	114559	2
112	153541	3
112	447593	4
112	512151	5
112	31037	6
112	55500	7
112	1235	8
112	532888	9
112	12351	10
439	199634	1
439	202630	2
439	63042	3
439	80519	4
439	55422	5
439	97348	6
439	8528	7
439	29184	8
439	69495	9
439	55666	10
442	5203	1
442	479599	2
442	545795	3
442	2460	4
442	308131	5
442	355592	6
442	294899	7
442	25205	8
442	92144	9
442	483441	10
443	12822	1
443	11954	2
443	106684	3
443	382908	4
443	452259	5
443	31793	6
443	388713	7
443	64672	8
443	194955	9
443	220022	10
444	28473	1
444	98196	2
444	5219	3
444	358137	4
444	32966	5
444	201280	6
444	2718	7
444	50000	8
444	321294	9
444	420440	10
445	11021	1
445	25547	2
445	72984	3
445	545039	4
445	15676	5
445	162630	6
445	424818	7
445	24421	8
445	445846	9
445	2718	10
446	434509	1
446	5191	2
446	183839	3
446	5203	4
446	283889	5
446	425249	6
446	230961	7
446	120691	8
446	138645	9
446	450371	10
447	472824	1
447	276934	2
447	393953	3
447	164427	4
447	315516	5
447	156405	6
447	42924	7
447	454208	8
447	387165	9
447	196308	10
448	9114	1
448	2143	2
448	199785	3
448	477603	4
448	158515	5
448	531605	6
448	47628	7
448	150347	8
448	46345	9
448	16188	10
449	51086	1
449	144824	2
449	206285	3
449	399543	4
449	96110	5
449	48226	6
449	277125	7
449	130118	8
449	327060	9
449	29323	10
450	576384	1
450	15270	2
450	71338	3
450	144190	4
450	130934	5
450	223624	6
450	156063	7
450	349424	8
450	30596	9
450	14609	10
452	39125	1
452	152595	2
452	397510	3
452	390102	4
452	62754	5
452	506108	6
452	2646	7
452	97852	8
452	498834	9
452	46737	10
453	14732	1
453	90348	2
453	71338	3
453	33157	4
453	233371	5
453	23309	6
453	407378	7
453	205341	8
453	557249	9
453	11122	10
454	99089	1
454	74248	2
454	10813	3
454	78616	4
454	295980	5
454	308684	6
454	4031	7
454	110217	8
454	163359	9
454	151867	10
456	201447	1
456	47441	2
456	346166	3
456	168382	4
456	274832	5
456	593	6
456	259228	7
456	574065	8
456	26307	9
456	146995	10
457	13496	1
457	66039	2
457	205719	3
457	130934	4
457	420529	5
457	288145	6
457	322838	7
457	71338	8
457	589123	9
457	446190	10
458	263485	1
458	218858	2
458	18850	3
458	14065	4
458	144221	5
458	62869	6
458	357094	7
458	160340	8
458	101382	9
458	444369	10
460	300081	1
460	535555	2
460	61230	3
460	98828	4
460	214024	5
460	466217	6
460	50000	7
460	68472	8
460	1897	9
460	580560	10
461	114303	1
461	59682	2
461	371513	3
461	435105	4
461	24306	5
461	156832	6
461	534988	7
461	25817	8
461	13299	9
461	103584	10
462	1962	1
462	281045	2
462	3778	3
462	116574	4
462	258997	5
462	89808	6
462	158	7
462	6881	8
462	277	9
462	8762	10
464	110117	1
464	410431	2
464	318321	3
464	257168	4
464	65875	5
464	1235	6
464	129355	7
464	598646	8
464	234510	9
464	1705	10
465	86855	1
465	355605	2
465	30623	3
465	63042	4
465	2103	5
465	36826	6
465	552562	7
465	292718	8
465	481793	9
465	277	10
466	10500	1
466	44574	2
466	66769	3
466	162633	4
466	49602	5
466	3181	6
466	324585	7
466	259890	8
466	435763	9
466	99463	10
467	264	1
467	1519	2
467	361974	3
467	88597	4
467	9753	5
467	523521	6
467	556072	7
467	216274	8
467	372884	9
467	53200	10
468	593	1
468	21468	2
468	498927	3
468	327729	4
468	190699	5
468	82024	6
468	45718	7
468	2205	8
468	97484	9
468	34884	10
470	199069	1
470	50000	2
470	250702	3
470	553288	4
470	176017	5
470	1134	6
470	20304	7
470	402509	8
470	247132	9
470	83572	10
471	142623	1
471	7632	2
471	135017	3
471	115055	4
471	308255	5
471	472525	6
471	398365	7
471	150277	8
471	507871	9
471	436960	10
472	430605	1
472	76856	2
472	540619	3
472	282456	4
472	337071	5
472	13672	6
472	3233	7
472	113448	8
472	427229	9
472	239484	10
473	361442	1
473	30623	2
473	1577	3
473	103439	4
473	402	5
473	480472	6
473	163923	7
473	540334	8
473	28894	9
473	123535	10
474	595121	1
474	331836	2
474	46737	3
474	902	4
474	62811	5
474	430901	6
474	25762	7
474	225511	8
474	199568	9
474	505405	10
478	366869	1
478	278089	2
478	65461	3
478	567206	4
478	19272	5
478	91926	6
478	125497	7
478	100039	8
478	5747	9
478	233892	10
479	59819	1
479	327263	2
479	9938	3
479	2900	4
479	510181	5
479	16606	6
479	26846	7
479	2267	8
479	4799	9
479	1982	10
480	564475	1
480	546329	2
480	141642	3
480	34087	4
480	599545	5
480	72321	6
480	5860	7
480	331248	8
480	66262	9
480	206114	10
481	597383	1
481	49655	2
481	119401	3
481	576181	4
481	528603	5
481	189289	6
481	371747	7
481	442306	8
481	370870	9
481	485828	10
482	31550	1
482	520952	2
482	283795	3
482	593	4
482	9032	5
482	326506	6
482	333688	7
482	105889	8
482	61093	9
482	33544	10
485	5191	1
485	5203	2
485	22483	3
485	584521	4
485	79612	5
485	194159	6
485	492210	7
485	53649	8
485	2460	9
485	219033	10
486	62429	1
486	244641	2
486	157729	3
486	343196	4
486	5607	5
486	343042	6
486	1577	7
486	2430	8
486	44547	9
486	14538	10
487	592067	1
487	357340	2
487	426559	3
487	11032	4
487	1705	5
487	468047	6
487	411606	7
487	71424	8
487	193490	9
487	11414	10
488	82199	1
488	460755	2
488	10873	3
488	265551	4
488	192133	5
488	422886	6
488	11936	7
488	455983	8
488	147197	9
488	248817	10
489	196427	1
489	231195	2
489	1506	3
489	192516	4
489	115134	5
489	66119	6
489	294	7
489	958	8
489	79979	9
489	159952	10
490	106249	1
490	130934	2
490	215437	3
490	298796	4
490	3188	5
490	551170	6
490	144190	7
490	11654	8
490	4331	9
490	360629	10
491	177736	1
491	360003	2
491	252843	3
491	447593	4
491	65875	5
491	1235	6
491	1705	7
491	57263	8
491	51086	9
491	9753	10
493	231614	1
493	147343	2
493	315363	3
493	269447	4
493	413722	5
493	197087	6
493	67663	7
493	176061	8
493	85932	9
493	40888	10
494	324911	1
494	362069	2
494	1642	3
494	390435	4
494	63649	5
494	263259	6
494	385139	7
494	544381	8
494	815	9
494	114234	10
497	48227	1
497	18889	2
497	529919	3
497	169408	4
497	146657	5
497	70452	6
497	572242	7
497	121206	8
497	370976	9
497	4168	10
498	1011	1
498	435883	2
498	133299	3
498	366830	4
498	234510	5
498	107579	6
498	5762	7
498	7925	8
498	1705	9
498	227757	10
499	347637	1
499	308889	2
499	263234	3
499	5191	4
499	5203	5
499	78086	6
499	385484	7
499	342966	8
499	172518	9
499	6341	10
500	586026	1
500	382908	2
500	106684	3
500	466213	4
500	232544	5
500	121621	6
500	347723	7
500	234436	8
500	139501	9
500	489898	10
501	576136	1
501	244303	2
501	128048	3
501	218326	4
501	96121	5
501	593	6
501	211026	7
501	530	8
501	20372	9
501	374309	10
502	26172	1
502	451794	2
502	359303	3
502	314252	4
502	167494	5
502	330533	6
502	498631	7
502	592892	8
502	26407	9
502	431884	10
506	298424	1
506	5122	2
506	368008	3
506	201226	4
506	536990	5
506	374750	6
506	14421	7
506	361383	8
506	25753	9
506	30959	10
507	55522	1
507	5191	2
507	63246	3
507	428953	4
507	485195	5
507	5203	6
507	52636	7
507	359039	8
507	34833	9
507	19275	10
508	157233	1
508	75195	2
508	362778	3
508	40044	4
508	63649	5
508	450015	6
508	18647	7
508	107584	8
508	468444	9
508	31037	10
509	385484	1
509	373864	2
509	275846	3
509	377152	4
509	9084	5
509	140097	6
509	58611	7
509	26492	8
509	355513	9
509	268257	10
510	3373	1
510	62450	2
510	38906	3
510	9561	4
510	9814	5
510	3746	6
510	188028	7
510	687	8
510	170863	9
510	3778	10
511	556661	1
511	311452	2
511	522006	3
511	154697	4
511	242051	5
511	474851	6
511	13153	7
511	290368	8
511	37194	9
511	425	10
512	544381	1
512	108	2
512	362069	3
512	474057	4
512	540395	5
512	196463	6
512	223697	7
512	662	8
512	569484	9
512	475	10
513	4845	1
513	172778	2
513	1134	3
513	187039	4
513	101580	5
513	487329	6
513	150692	7
513	1203	8
513	10090	9
513	415705	10
517	136284	1
517	188406	2
517	2460	3
517	587220	4
517	42611	5
517	351664	6
517	390392	7
517	193196	8
517	47441	9
517	8126	10
518	301833	1
518	564553	2
518	25397	3
518	261856	4
518	171242	5
518	144698	6
518	580624	7
518	5778	8
518	223645	9
518	86852	10
520	25835	1
520	91831	2
520	372834	3
520	58009	4
520	11311	5
520	687	6
520	4066	7
520	78332	8
520	286527	9
520	2205	10
521	11172	1
521	83610	2
521	514129	3
521	84770	4
521	299395	5
521	252859	6
521	17906	7
521	272820	8
521	178	9
521	75195	10
522	110862	1
522	295407	2
522	422603	3
522	490997	4
522	17378	5
522	4168	6
522	454563	7
522	427442	8
522	279870	9
522	34338	10
523	264	1
523	171819	2
523	234697	3
523	513716	4
523	46720	5
523	13129	6
523	230961	7
523	280190	8
523	59795	9
523	119161	10
524	209849	1
524	37183	2
524	327441	3
524	274690	4
524	2959	5
524	44474	6
524	167840	7
524	1011	8
524	30623	9
524	574545	10
525	17443	1
525	397059	2
525	399409	3
525	103720	4
525	83192	5
525	3173	6
525	158385	7
525	20584	8
525	339136	9
525	4976	10
526	372677	1
526	66607	2
526	592436	3
526	432727	4
526	185217	5
526	89297	6
526	136280	7
526	134011	8
526	43245	9
526	384607	10
527	84963	1
527	13602	2
527	11954	3
527	276397	4
527	258423	5
527	51445	6
527	47184	7
527	276354	8
527	216678	9
527	5602	10
528	203173	1
528	1705	2
528	580747	3
528	260795	4
528	234510	5
528	127974	6
528	56412	7
528	155053	8
528	4331	9
528	4992	10
531	288	1
531	17700	2
531	25817	3
531	460721	4
531	55498	5
531	49059	6
531	138994	7
531	22028	8
531	3181	9
531	2035	10
532	6891	1
532	216827	2
532	537916	3
532	8200	4
532	72315	5
532	519123	6
532	595971	7
532	561999	8
532	7423	9
532	169240	10
533	123756	1
533	143998	2
533	396792	3
533	44256	4
533	289768	5
533	26979	6
533	96674	7
533	576362	8
533	10180	9
533	43046	10
535	84441	1
535	17428	2
535	54231	3
535	156444	4
535	7073	5
535	67731	6
535	34246	7
535	335164	8
535	509936	9
535	497764	10
536	392313	1
536	307404	2
536	347186	3
536	111531	4
536	136932	5
536	348514	6
536	214690	7
536	493160	8
536	519148	9
536	43508	10
537	358631	1
537	141111	2
537	305065	3
537	7540	4
537	509617	5
537	24421	6
537	65095	7
537	206466	8
537	994	9
537	64556	10
538	7311	1
538	2790	2
538	371304	3
538	556233	4
538	293152	5
538	748	6
538	1168	7
538	44089	8
538	1103	9
538	503362	10
539	24742	1
539	19272	2
539	991	3
539	4038	4
539	538699	5
539	5019	6
539	2103	7
539	79411	8
539	194563	9
539	2413	10
540	72251	1
540	274188	2
540	4331	3
540	260889	4
540	49614	5
540	324921	6
540	512267	7
540	563812	8
540	586772	9
540	298587	10
541	41793	1
541	593	2
541	54333	3
541	56	4
541	187085	5
541	490223	6
541	526158	7
541	410226	8
541	46893	9
541	149210	10
542	63919	1
542	65875	2
542	1705	3
542	1642	4
542	235484	5
542	390435	6
542	9753	7
542	397608	8
542	25466	9
542	385139	10
544	380071	1
544	177908	2
544	123991	3
544	175824	4
544	150672	5
544	401818	6
544	7243	7
544	177137	8
544	257495	9
544	1311	10
545	534870	1
545	58009	2
545	11311	3
545	165544	4
545	54257	5
545	386278	6
545	35252	7
545	568944	8
545	173088	9
545	725	10
546	66356	1
546	457701	2
546	40276	3
546	446928	4
546	406561	5
546	64556	6
546	104934	7
546	23537	8
546	590310	9
546	178697	10
550	73032	1
550	417133	2
550	399118	3
550	366475	4
550	1366	5
550	344438	6
550	450436	7
550	463449	8
550	571412	9
550	393467	10
552	295738	1
552	11148	2
552	530	3
552	35093	4
552	11263	5
552	305117	6
552	9938	7
552	520165	8
552	383331	9
552	261640	10
553	3893	1
553	153377	2
553	57263	3
553	11132	4
553	1531	5
553	590310	6
553	434351	7
553	223170	8
553	223624	9
553	174025	10
554	142876	1
554	57211	2
554	5203	3
554	2648	4
554	170481	5
554	194563	6
554	21626	7
554	294	8
554	326094	9
554	318472	10
555	107564	1
555	492456	2
555	385779	3
555	55999	4
555	14466	5
555	310103	6
555	545990	7
555	309909	8
555	1953	9
555	109203	10
556	25762	1
556	345942	2
556	327078	3
556	196920	4
556	1011	5
556	5433	6
556	257168	7
556	277812	8
556	475141	9
556	523564	10
557	257168	1
557	480426	2
557	594784	3
557	3778	4
557	88645	5
557	1705	6
557	4331	7
557	5762	8
557	11936	9
557	293920	10
558	237514	1
558	2235	2
558	339463	3
558	197501	4
558	206114	5
558	192332	6
558	15163	7
558	231254	8
558	295624	9
558	232563	10
562	158136	1
562	84528	2
562	535918	3
562	24781	4
562	497666	5
562	386941	6
562	598607	7
562	481488	8
562	51086	9
562	193367	10
563	222086	1
563	119853	2
563	115968	3
563	200136	4
563	180834	5
563	476299	6
563	136662	7
563	548542	8
563	287162	9
563	200457	10
564	451180	1
564	71338	2
564	360629	3
564	489679	4
564	215437	5
564	111999	6
564	417769	7
564	15096	8
564	531306	9
564	13215	10
565	6891	1
565	7423	2
565	8200	3
565	1528	4
565	479558	5
565	5224	6
565	31037	7
565	447593	8
565	45190	9
565	65875	10
567	38712	1
567	494666	2
567	445690	3
567	253735	4
567	315722	5
567	543199	6
567	194730	7
567	30770	8
567	25431	9
567	83623	10
568	171988	1
568	136427	2
568	146761	3
568	50000	4
568	42340	5
568	5219	6
568	5191	7
568	361028	8
568	175824	9
568	69434	10
569	274945	1
569	1252	2
569	10531	3
569	24191	4
569	1103	5
569	371717	6
569	11979	7
569	579848	8
569	2430	9
569	35633	10
571	66034	1
571	391605	2
571	27671	3
571	544376	4
571	19973	5
571	343693	6
571	19113	7
571	182444	8
571	61524	9
571	371176	10
572	84528	1
572	57315	2
572	495827	3
572	594784	4
572	158136	5
572	34338	6
572	352266	7
572	294	8
572	5219	9
572	773	10
573	84528	1
573	444994	2
573	1705	3
573	9845	4
573	12481	5
573	101391	6
573	1402	7
573	302049	8
573	445994	9
573	223042	10
574	1218	1
574	5203	2
574	2460	3
574	78328	4
574	120691	5
574	175380	6
574	453025	7
574	303225	8
574	85252	9
574	410243	10
575	586772	1
575	250603	2
575	241048	3
575	9845	4
575	97490	5
575	121065	6
575	95724	7
575	448689	8
575	30596	9
575	448260	10
576	268747	1
576	425070	2
576	568501	3
576	378110	4
576	17827	5
576	66492	6
576	254467	7
576	203446	8
576	391841	9
576	28477	10
577	93972	1
577	404366	2
577	284694	3
577	88973	4
577	176017	5
577	985	6
577	176383	7
577	2205	8
577	66058	9
577	573874	10
578	2221	1
578	1144	2
578	203058	3
578	201865	4
578	243304	5
578	5360	6
578	186677	7
578	49270	8
578	311882	9
578	359704	10
579	284694	1
579	229546	2
579	135196	3
579	985	4
579	2205	5
579	62465	6
579	549437	7
579	558237	8
579	573874	9
579	126743	10
581	534870	1
581	4066	2
581	2653	3
581	751	4
581	9814	5
581	593	6
581	962	7
581	141960	8
581	95397	9
581	23279	10
582	479625	1
582	506108	2
582	499604	3
582	78117	4
582	547301	5
582	40628	6
582	460325	7
582	157751	8
582	24890	9
582	507281	10
583	3686	1
583	399760	2
583	12378	3
583	7243	4
583	167492	5
583	104789	6
583	11311	7
583	131635	8
583	4845	9
583	122491	10
587	131926	1
587	664	2
587	500671	3
587	494116	4
587	2430	5
587	14989	6
587	567206	7
587	357481	8
587	50395	9
587	14145	10
589	40276	1
589	66356	2
589	3750	3
589	113033	4
589	325677	5
589	352838	6
589	56718	7
589	110282	8
589	44152	9
589	388704	10
590	17166	1
590	279570	2
590	242529	3
590	406561	4
590	5778	5
590	104934	6
590	461933	7
590	316651	8
590	178340	9
590	452592	10
591	3233	1
591	385221	2
591	48722	3
591	185384	4
591	111531	5
591	56044	6
591	127622	7
591	375423	8
591	548299	9
591	41112	10
592	78436	1
592	546379	2
592	283020	3
592	285342	4
592	529790	5
592	427229	6
592	152018	7
592	259463	8
592	17138	9
592	71553	10
593	425234	1
593	294	2
593	185156	3
593	111033	4
593	298794	5
593	547982	6
593	235391	7
593	214476	8
593	432828	9
593	342485	10
595	33544	1
595	558628	2
595	687	3
595	4451	4
595	400848	5
595	577284	6
595	1034	7
595	376847	8
595	27671	9
595	368165	10
596	460175	1
596	18663	2
596	231947	3
596	445306	4
596	24890	5
596	45462	6
596	33304	7
596	274462	8
596	321647	9
596	132091	10
597	30596	1
597	51086	2
597	9753	3
597	257168	4
597	470	5
597	1705	6
597	44578	7
597	449001	8
597	31117	9
597	209107	10
598	14255	1
598	447593	2
598	8200	3
598	31037	4
598	277	5
598	583245	6
598	526499	7
598	55666	8
598	250500	9
598	65875	10
601	291614	1
601	571735	2
601	391841	3
601	19183	4
601	132743	5
601	86383	6
601	490176	7
601	126771	8
601	67731	9
601	82874	10
602	294997	1
602	581422	2
602	353583	3
602	229573	4
602	475338	5
602	167214	6
602	322443	7
602	41962	8
602	292741	9
602	357427	10
605	506108	1
605	32057	2
605	172594	3
605	334603	4
605	341258	5
605	521411	6
605	1962	7
605	442425	8
605	37694	9
605	582571	10
606	354716	1
606	63246	2
606	153377	3
606	41793	4
606	541682	5
606	201546	6
606	59124	7
606	274721	8
606	462831	9
606	4331	10
607	205556	1
607	107924	2
607	281000	3
607	80657	4
607	412258	5
607	96062	6
607	355796	7
607	436818	8
607	77596	9
607	6543	10
608	552106	1
608	314303	2
608	268035	3
608	289853	4
608	442591	5
608	181909	6
608	530	7
608	38906	8
608	67031	9
608	358124	10
609	109754	1
609	6140	2
609	443859	3
609	59819	4
609	97688	5
609	119416	6
609	295093	7
609	55261	8
609	304452	9
